Multiple,43,Gliese 412,-7.037811821,1.431496421,14.1389291,,,,,,15.85841396
Star,43,Gliese 412 A,-7.037811821,1.431496421,14.1389291,0.48,,,M1 V,,15.85841396
Star,43,WX Ursae Majoris,-7.036174484,1.430664806,14.13982816,0.1,,,M5.5 V,,15.85841397
Star,44,Gliese 380,-9.443479377,2.377951161,12.52988697,0.64,,,K7 V,,15.86921617
Star,45,Gliese 388,-7.430934092,-5.490013826,12.99105746,0.39,,,M2.5 V,,15.94134898
Star,46,Gliese 832,10.94521092,-2.0932159,-11.68135115,0.5,,,M1.5 V,,16.144137
Star,47,LP 944-020,-5.303898441,-8.065282177,-13.0033138,0.07,,,M9 V,,16.19463754
Star,48,DEN 0255-470,-1.376898947,-8.307957375,-13.83569402,0.05,,,L7.5 V,,16.19705021
Multiple,49,Omicron 2 Eridani,-11.97035429,-4.535784234,-10.01837582,,,,,,16.2551707
Star,49,Omicron 2 Eridani A,-11.97035429,-4.535784234,-10.01837582,0.89,,,K0.5 V,,16.2551707
White Dwarf,49,Omicron 2 Eridani B,-11.97144102,-4.541466733,-10.0145022,0.5,,,DA4,,16.2551707
Star,49,Omicron 2 Eridani C,-11.97144102,-4.541466733,-10.0145022,0.18,,,M4 V,,16.2551707
Star,50,EV Lacertae,-2.950369474,15.75516268,-3.721052903,0.28,,,M3.5 V,,16.45527471
Star,51,Gliese 682,15.86817482,-3.960571976,-1.9024003,0.2,,,M4 V,,16.46524307
Multiple,52,70 Ophiuchi,14.1467366,8.132557132,3.280424956,,,,,,16.6442131
Star,52,70 Ophiuchi A,14.1467366,8.132557132,3.280424956,0.92,,,K0 V,,16.6442131
Star,52,70 Ophiuchi B,14.1467366,8.132557132,3.280424956,0.7,,,K5 V,,16.6442131
Star,53,Altair,11.08893339,12.20545104,-2.585056092,1.71,,,A7 IV-V,,16.69191402
Multiple,54,EI Cancri,-12.16307595,-6.345707468,10.13837478,,,,,,17.0585774
Star,54,EI Cancri A,-12.16307595,-6.345707468,10.13837478,0.11,,,M5.5 V,,17.0585774
Star,54,EI Cancri B,-12.16320394,-6.345247289,10.13850925,0.1,,,M V,,17.0585774
Star,55,G 099-049,-15.3069125,-6.995837735,-3.010821317,0.19,,,M3.5 V,,17.09702784
Star,56,LHS 1723,-13.78962468,-6.854398544,-8.006583507,0.15,,,M4 V,,17.35632184
Star,57,2MASS 0939-244,-3.694355773,-15.89085535,6.08867808,0.03,,,T8 V,,17.41377469
Star,58,Gliese 445,-8.236574862,10.99116445,10.71084728,0.24,,,M3.5 V,,17.41749439
Star,59,Wolf 498,5.277593832,-0.781627409,16.8316818,0.53,,,M1 V,,17.65699437
Multiple,60,Stein 2051,-15.21478676,9.469296437,2.299616211,,,,,,18.06780412
Star,60,Stein 2051 A,-15.21478676,9.469296437,2.299616211,0.2,,,M4 V,,18.06780412
White Dwarf,60,Stein 2051 B,-15.21478676,9.469296437,2.299616211,0.5,,,DC5,,18.06780412
Star,61,Gliese 251,-17.65383204,-0.905582492,4.781390398,0.34,,,M3 V,,18.31227893
Star,62,2MASS 1835+325,8.372501298,15.5144828,5.539613448,0.07,,,M8.5 V,,18.47932011
Star,63,Wolf 1453,-15.57982904,-7.915956854,-6.170402618,0.57,,,M1 V,,18.53287118
Star,64,LP 816-060,13.32296577,7.742739535,-10.47825823,0.19,,,M3.5 V,,18.63451979
Star,65,2MASS 0415-093,-13.40002128,-5.671904556,-11.75875586,0.03,,,T8 V,,18.70827119
Star,66,Sigma Draconis,-3.413561954,17.07815638,6.993025059,0.89,,,G9 V,,18.76747799
Multiple,67,Gliese 229,-11.77243772,-13.35900956,-5.936824501,,,,,,18.76963802
Star,67,Gliese 229 A,-11.77243772,-13.35900956,-5.936824501,0.56,,,M1.5 V,,18.76963802
